,candidate_name,party,vote_count,pct,state,office,district
0,Katie Britt,Republican,942154,0.666,Alabama,senate,
1,Will Boyd,Democrat,436746,0.309,Alabama,senate,
2,John Sophocleus,Libertarian,32879,0.023,Alabama,senate,
3,Lisa Murkowski*,Republican,136330,0.537,Alaska,senate,
4,Kelly Tshibaka,Republican,117534,0.463,Alaska,senate,
5,Patricia Chesbro,Democrat,0,0,Alaska,senate,
6,Buzz Kelley,Republican,0,0,Alaska,senate,
7,Mark Kelly*,Democrat,1322027,0.514,Arizona,senate,
8,Blake Masters,Republican,1196308,0.465,Arizona,senate,
9,Marc Victor,Libertarian,53762,0.021,Arizona,senate,
10,John Boozman*,Republican,592437.0,0.657,Arkansas,senate,
11,Natalie James,Democrat,280187.0,0.311,Arkansas,senate,
12,Kenneth Cates,Libertarian,28682.0,0.032,Arkansas,senate,
13,Alex Padilla*,Democrat,6559303,0.609,California,senate,
14,Mark Meuser,Republican,4212446,0.391,California,senate,
15,Michael Bennet*,Democrat,1397170,0.559,Colorado,senate,
16,Joe O'Dea,Republican,1031693,0.413,Colorado,senate,
17,Brian Peotter,Libertarian,43534,0.017,Colorado,senate,
18,T.J. Cole,Unity,16379,0.007,Colorado,senate,
19,Frank Atwood,Approval Voting,11354,0.005,Colorado,senate,
20,Richard Blumenthal*,Democrat,723864,0.575,Connecticut,senate,
21,Leora Levy,Republican,535943,0.425,Connecticut,senate,
22,Marco Rubio*,Republican,4474847,0.577,Florida,senate,
23,Val Demings,Democrat,3201522,0.413,Florida,senate,
24,Dennis Misigoy,Libertarian,32177,0.004,Florida,senate,
25,Steven Grant,No Party Affiliation,31816,0.004,Florida,senate,
26,Tuan Nguyen,No Party Affiliation,17385,0.002,Florida,senate,
27,Raphael Warnock*,Democrat,1946117,0.494,Georgia,senate,
28,Herschel Walker,Republican,1908442,0.485,Georgia,senate,
29,Chase Oliver,Libertarian,81365,0.021,Georgia,senate,
30,Brian Schatz*,Democrat,290894,0.712,Hawaii,senate,
31,Bob McDermott,Republican,106358,0.26,Hawaii,senate,
32,Feena Bonoan,Libertarian,4915,0.012,Hawaii,senate,
33,Emma Pohlman,Green,4142,0.01,Hawaii,senate,
34,Dan Decker,Aloha Aina,2208,0.005,Hawaii,senate,
35,Mike Crapo*,Republican,358539,0.607,Idaho,senate,
36,David Roth,Democrat,169808,0.287,Idaho,senate,
37,Scott Cleveland,Independent,49917,0.084,Idaho,senate,
38,Ray Writz,Constitution,8500,0.014,Idaho,senate,
39,Idaho Sierra Law,Libertarian,4126,0.007,Idaho,senate,
40,Tammy Duckworth*,Democrat,2272918,0.564,Illinois,senate,
41,Kathy Salvi,Republican,1688353,0.419,Illinois,senate,
42,Bill Redpath,Libertarian,67372,0.017,Illinois,senate,
43,Todd Young*,Republican,1090390,0.586,Indiana,senate,
44,Thomas McDermott,Democrat,704480,0.379,Indiana,senate,
45,James Sceniak,Libertarian,63823,0.034,Indiana,senate,
46,Chuck Grassley*,Republican,681507,0.56,Iowa,senate,
47,Michael Franken,Democrat,533717,0.439,Iowa,senate,
48,Jerry Moran*,Republican,595339,0.601,Kansas,senate,
49,Mark Holland,Democrat,365820,0.369,Kansas,senate,
50,David Graham,Libertarian,29168,0.029,Kansas,senate,
51,Rand Paul*,Republican,913326,0.618,Kentucky,senate,
52,Charles Booker,Democrat,564311,0.382,Kentucky,senate,
53,John Kennedy*,Republican,851568,0.616,Louisiana,senate,
54,Gary Chambers,Democrat,246933,0.179,Louisiana,senate,
55,Luke Mixon,Democrat,182887,0.132,Louisiana,senate,
56,Syrita Steib,Democrat,31568,0.023,Louisiana,senate,
57,Devin Graham,Republican,25275,0.018,Louisiana,senate,
58,Vinny Mendoza,Democrat,11910,0.009,Louisiana,senate,
59,Beryl Billiot,No Party Affiliation,9378,0.007,Louisiana,senate,
60,Salvador Rodriguez,Democrat,7767,0.006,Louisiana,senate,
61,Bradley McMorris,Independent,5388,0.004,Louisiana,senate,
62,Aaron Sigler,Libertarian,4865,0.004,Louisiana,senate,
63,Xan John,Other,2753,0.002,Louisiana,senate,
64,Thomas Olson,No Party Affiliation,1676,0.001,Louisiana,senate,
65,Thomas Wenn,Other,1322,<0.1%,Louisiana,senate,
66,Chris Van Hollen*,Democrat,1316897,0.658,Maryland,senate,
67,Chris Chaffee,Republican,682293,0.341,Maryland,senate,
68,Eric Schmitt,Republican,1143706,0.554,Missouri,senate,
69,Trudy Busch Valentine,Democrat,868916,0.421,Missouri,senate,
70,Jonathan Dine,Libertarian,34707,0.017,Missouri,senate,
71,Paul Venable,Constitution,14550,0.007,Missouri,senate,
72,Catherine Cortez Masto*,Democrat,498316,0.488,Nevada,senate,
73,Adam Laxalt,Republican,490388,0.48,Nevada,senate,
74,None of these candidates,None Of The Above,12441,0.012,Nevada,senate,
75,Barry Lindemann,No Party Designation,8075,0.008,Nevada,senate,
76,Neil Scott,Libertarian,6422,0.006,Nevada,senate,
77,Barry Rubinson,Independent American,5208,0.005,Nevada,senate,
78,Maggie Hassan*,Democrat,332193,0.535,New Hampshire,senate,
79,Donald Bolduc,Republican,275928,0.444,New Hampshire,senate,
80,Jeremy Kauffman,Libertarian,12390,0.02,New Hampshire,senate,
81,Charles Schumer*,Democrat,3201923,0.565,New York,senate,
82,Joe Pinion,Republican,2439179,0.43,New York,senate,
83,Diane Sare,Independent,25653,0.005,New York,senate,
84,Ted Budd,Republican,1905786,0.505,North Carolina,senate,
85,Cheri Beasley,Democrat,1784049,0.473,North Carolina,senate,
86,Shannon Bray,Libertarian,51640,0.014,North Carolina,senate,
87,Matthew Hoh,Green,29934,0.008,North Carolina,senate,
88,John Hoeven*,Republican,135474,0.564,North Dakota,senate,
89,Katrina Christiansen,Democrat,59995,0.25,North Dakota,senate,
90,Rick Becker,Independent,44406,0.185,North Dakota,senate,
91,JD Vance,Republican,2150550,0.532,Ohio,senate,
92,Tim Ryan,Democrat,1889170,0.467,Ohio,senate,
93,James Lankford*,Republican,739960,0.643,Oklahoma,senate,
94,Madison Horn,Democrat,369370,0.321,Oklahoma,senate,
95,Michael Delaney,Independent,20907,0.018,Oklahoma,senate,
96,Kenneth Blevins,Libertarian,20495,0.018,Oklahoma,senate,
97,Ron Wyden*,Democrat,1076425,0.559,Oregon,senate,
98,Jo Rae Perkins,Republican,788991,0.41,Oregon,senate,
99,Chris Henry,Progressive,36881,0.019,Oregon,senate,
100,Dan Pulju,Pacific Green,23454,0.012,Oregon,senate,
101,John Fetterman,Democrat,2749907,0.512,Pennsylvania,senate,
102,Mehmet Oz,Republican,2486842,0.463,Pennsylvania,senate,
103,Erik Gerhardt,Libertarian,72863,0.014,Pennsylvania,senate,
104,Richard Weiss,Green,30423,0.006,Pennsylvania,senate,
105,Daniel Wassmer,KEY,26419,0.005,Pennsylvania,senate,
106,Tim Scott*,Republican,1066274,0.629,South Carolina,senate,
107,Krystle Matthews,Democrat,627616,0.37,South Carolina,senate,
108,John Thune*,Republican,242316,0.696,South Dakota,senate,
109,Brian Bengs,Democrat,91007,0.261,South Dakota,senate,
110,Tamara Lesnar,Libertarian,14697,0.042,South Dakota,senate,
111,Mike Lee*,Republican,571974,0.532,Utah,senate,
112,Evan McMullin,Unaffiliated,459958,0.427,Utah,senate,
113,Jimmy Hansen,Libertarian,31784,0.03,Utah,senate,
114,Tommy Williams,Independent American,12103,0.011,Utah,senate,
115,Peter Welch,Democrat,196575,0.685,Vermont,senate,
116,Gerald Malloy,Republican,80468,0.28,Vermont,senate,
117,Dawn Ellis,Independent,2752,0.01,Vermont,senate,
118,Natasha Diamondstone-Kohout,GMP,1574,0.005,Vermont,senate,
119,Kerry Raheb,Independent,1532,0.005,Vermont,senate,
120,Mark Coester,Independent,1273,0.004,Vermont,senate,
121,Stephen Duke,Independent,1209,0.004,Vermont,senate,
122,Cris Ericson,Independent,1105,0.004,Vermont,senate,
123,Patty Murray*,Democrat,1741827,0.571,Washington,senate,
124,Tiffany Smiley,Republican,1299322,0.426,Washington,senate,
125,Ron Johnson*,Republican,1337185,0.504,Wisconsin,senate,
126,Mandela Barnes,Democrat,1310467,0.494,Wisconsin,senate,
127,Jerry Carl*,Republican,140592,0.836,Alabama,house,1
128,Alexander Remrey,Libertarian,26369,0.157,Alabama,house,1
129,Barry Moore*,Republican,137460,0.691,Alabama,house,2
130,Phyllis Harvey-Hall,Democrat,58014,0.292,Alabama,house,2
131,Jonathan Realz,Libertarian,3396,0.017,Alabama,house,2
132,Mike Rogers*,Republican,135602,0.712,Alabama,house,3
133,Lin Veasey,Democrat,47859,0.251,Alabama,house,3
134,Douglas Bell,Independent,3831,0.02,Alabama,house,3
135,Thomas Casson,Libertarian,3034,0.016,Alabama,house,3
136,Robert Aderholt*,Republican,164655,0.841,Alabama,house,4
137,Rick Neighbors,Democrat,26694,0.136,Alabama,house,4
138,Johnny Cochran,Libertarian,4303,0.022,Alabama,house,4
139,Dale Strong,Republican,142435,0.671,Alabama,house,5
140,Kathy Warner-Stanton,Democrat,62740,0.296,Alabama,house,5
141,P.J. Greer,Libertarian,6773,0.032,Alabama,house,5
142,Gary Palmer*,Republican,154233,0.837,Alabama,house,6
143,Andria Chieffo,Libertarian,27833,0.151,Alabama,house,6
144,Terri Sewell*,Democrat,123233,0.635,Alabama,house,7
145,Beatrice Nichols,Republican,67416,0.348,Alabama,house,7
146,Gavin Goodman,Libertarian,3212,0.017,Alabama,house,7
147,Mary Peltola*,Democrat,137263,0.55,Alaska,house,at large
148,Sarah Palin,Republican,112471,0.45,Alaska,house,at large
149,Nick Begich,Republican,0,0,Alaska,house,at large
150,Chris Bye,Libertarian,0,0,Alaska,house,at large
151,David Schweikert*,Republican,182336,0.504,Arizona,house,1
152,Jevin Hodge,Democrat,179141,0.496,Arizona,house,1
153,Eli Crane,Republican,174169,0.539,Arizona,house,2
154,Tom O'Halleran*,Democrat,149151,0.461,Arizona,house,2
155,Ruben Gallego*,Democrat,108599,0.77,Arizona,house,3
156,Jeff Zink,Republican,32475,0.23,Arizona,house,3
157,Greg Stanton*,Democrat,148941,0.561,Arizona,house,4
158,Kelly Cooper,Republican,116521,0.439,Arizona,house,4
159,Andy Biggs*,Republican,182464,0.567,Arizona,house,5
160,Javier Ramos,Democrat,120243,0.374,Arizona,house,5
161,Clint Smith,Independent,18851,0.059,Arizona,house,5
162,Juan Ciscomani,Republican,177201,0.507,Arizona,house,6
163,Kirsten Engel,Democrat,171969,0.492,Arizona,house,6
164,Raul Grijalva*,Democrat,126418,0.645,Arizona,house,7
165,Luis Pozzolo,Republican,69444,0.355,Arizona,house,7
166,Debbie Lesko*,Republican,197555,0.965,Arizona,house,8
167,Paul Gosar*,Republican,192796,0.978,Arizona,house,9
168,Rick Crawford*,Republican,153774,0.738,Arkansas,house,1
169,Monte Hodges,Democrat,54598,0.262,Arkansas,house,1
170,French Hill*,Republican,147975,0.6,Arkansas,house,2
171,Quintessa Hathaway,Democrat,86887,0.353,Arkansas,house,2
172,Michael White,Libertarian,11584,0.047,Arkansas,house,2
173,Steve Womack*,Republican,142401,0.637,Arkansas,house,3
174,Lauren Mallett-Hays,Democrat,73541,0.329,Arkansas,house,3
175,Michael Kalagias,Libertarian,7646,0.034,Arkansas,house,3
176,Bruce Westerman*,Republican,153850,0.71,Arkansas,house,4
177,John White,Democrat,56745,0.262,Arkansas,house,4
178,Gregory Maxwell,Libertarian,6101,0.028,Arkansas,house,4
179,Doug LaMalfa*,Republican,152839,0.621,California,house,1
180,Max Steiner,Democrat,93386,0.379,California,house,1
181,Jared Huffman*,Democrat,229720,0.744,California,house,2
182,Douglas Brower,Republican,79029,0.256,California,house,2
183,Kevin Kiley,Republican,181438,0.536,California,house,3
184,Kermit Jones,Democrat,156761,0.464,California,house,3
185,Mike Thompson*,Democrat,176900,0.678,California,house,4
186,Matt Brock,Republican,84007,0.322,California,house,4
187,Tom McClintock*,Republican,173524,0.613,California,house,5
188,Mike Barkley,Democrat,109506,0.387,California,house,5
189,Ami Bera*,Democrat,121058,0.559,California,house,6
190,Tamika Hamilton,Republican,95325,0.441,California,house,6
191,Doris Matsui*,Democrat,150618,0.683,California,house,7
192,Max Semenenko,Republican,70033,0.317,California,house,7
193,John Garamendi*,Democrat,145501,0.757,California,house,8
194,Rudy Recile,Republican,46634,0.243,California,house,8
195,Josh Harder*,Democrat,95598,0.548,California,house,9
196,Tom Patti,Republican,78802,0.452,California,house,9
197,Mark DeSaulnier*,Democrat,198415,0.789,California,house,10
198,Michael Kerr,Green,52965,0.211,California,house,10
199,Nancy Pelosi*,Democrat,220848,0.84,California,house,11
200,John Dennis,Republican,42217,0.16,California,house,11
201,Barbara Lee*,Democrat,217110,0.905,California,house,12
202,Stephen Slauson,Republican,22859,0.095,California,house,12
203,John Duarte,Republican,67060,0.502,California,house,13
204,Adam Gray,Democrat,66496,0.498,California,house,13
205,Eric Swalwell*,Democrat,137612,0.693,California,house,14
206,Alison Hayden,Republican,60852,0.307,California,house,14
207,Kevin Mullin,Democrat,108077,0.555,California,house,15
208,David Canepa,Democrat,86797,0.445,California,house,15
209,Anna Eshoo*,Democrat,139235,0.578,California,house,16
210,Rishi Kumar,Democrat,101772,0.422,California,house,16
211,Ro Khanna*,Democrat,127853,0.709,California,house,17
212,Ritesh Tandon,Republican,52400,0.291,California,house,17
213,Zoe Lofgren*,Democrat,99776,0.659,California,house,18
214,Peter Hernandez,Republican,51737,0.341,California,house,18
215,Jimmy Panetta*,Democrat,194494,0.687,California,house,19
216,Jeff Gorman,Republican,88816,0.313,California,house,19
217,Kevin McCarthy*,Republican,153844,0.672,California,house,20
218,Marisa Wood,Democrat,74932,0.328,California,house,20
219,Jim Costa*,Democrat,68074,0.542,California,house,21
220,Michael Maher,Republican,57573,0.458,California,house,21
221,David Valadao*,Republican,52993,0.515,California,house,22
222,Rudy Salas,Democrat,49859,0.485,California,house,22
223,Jay Obernolte*,Republican,103197,0.61,California,house,23
224,Derek Marshall,Democrat,65908,0.39,California,house,23
225,Salud Carbajal*,Democrat,159019,0.606,California,house,24
226,Brad Allen,Republican,103533,0.394,California,house,24
227,Raul Ruiz*,Democrat,87641,0.574,California,house,25
228,Brian Hawkins,Republican,65101,0.426,California,house,25
229,Julia Brownley*,Democrat,134575,0.545,California,house,26
230,Matt Jacobs,Republican,112214,0.455,California,house,26
231,Mike Garcia*,Republican,104624,0.532,California,house,27
232,Christy Smith,Democrat,91892,0.468,California,house,27
233,Judy Chu*,Democrat,150062,0.662,California,house,28
234,Wes Hallman,Republican,76495,0.338,California,house,28
235,Tony Cardenas*,Democrat,69915,0.585,California,house,29
236,Angelica Duenas,Democrat,49520,0.415,California,house,29
237,Adam Schiff*,Democrat,150100,0.711,California,house,30
238,Maebe A. Girl Pudlo,Democrat,60968,0.289,California,house,30
